1357.0,1729.0,2000
1368.0,1717.0,2000
1378.5,1705.8,2000
1388.5,1695.4,2000
1398.2,1685.5,2000
1407.6,1676.1,2000
1416.7,1667.1,2000
1425.5,1658.6,2000
1434.0,1650.4,2000
1442.4,1642.6,2000
1450.5,1635.0,2000
1458.4,1627.8,2000
1466.2,1620.7,2000
1473.7,1613.9,2000
1481.2,1607.4,2000
1488.4,1601.0,2000
1495.6,1594.8,2000
1502.6,1588.9,2000
1509.4,1583.0,2000
1516.2,1577.4,2000
1522.8,1571.9,2000
1529.3,1566.6,2000
1535.7,1561.4,2000
1542.1,1556.4,2000
1548.3,1551.5,2000
1554.4,1546.7,2000
1560.5,1542.0,2000
1566.4,1537.5,2000
1572.3,1533.1,2000
1578.1,1528.9,2000
1583.8,1524.7,2000
1589.5,1520.7,2000
1595.0,1516.7,2000
1600.5,1512.9,2000
1605.9,1509.2,2000
1611.3,1505.6,2000
1616.6,1502.2,2000
1621.8,1498.8,2000
1627.0,1495.5,2000
1632.1,1492.4,2000
1637.1,1489.3,2000
1642.1,1486.4,2000
1647.0,1483.6,2000
1651.9,1480.9,2000
1656.7,1478.3,2000
1661.4,1475.8,2000
1666.1,1473.4,2000
1670.7,1471.1,2000
1675.3,1468.9,2000
