1633,1512,2000
1633,1512,2000
1633,1512,2000
1633,1512,2000
1633,1512,2000
1636,1515,2000
1636,1515,2000
1636,1515,2000
1636,1515,2000
1638,1514,2000
1638,1514,2000
1641,1517,2000
1641,1517,2000
1641,1517,2000
1641,1517,2000
1641,1517,2000
1644,1521,2000
1644,1521,2000
1644,1521,2000
1647,1519,2000
1647,1519,2000
1647,1519,2000
1650,1523,2000
1650,1523,2000
1650,1523,2000
1650,1523,2000
1650,1523,2000
1653,1526,2000
1653,1526,2000
1655,1525,2000
1655,1525,2000
1655,1525,2000
1655,1525,2000
1658,1529,2000
1658,1529,2000
1658,1529,2000
1658,1529,2000
1658,1529,2000
1662,1532,2000
1664,1531,2000
1664,1531,2000
1664,1531,2000
1664,1531,2000
1664,1531,2000
1667,1535,2000
1667,1535,2000
1667,1535,2000
1667,1535,2000
1667,1535,2000
1669,1533,2000
1673,1537,2000
1673,1537,2000
1673,1537,2000
1673,1537,2000
1673,1537,2000
1673,1537,2000
1675,1536,2000
1675,1536,2000
1675,1536,2000
1675,1536,2000
1675,1536,2000
1675,1536,2000
1680,1538,2000
1680,1538,2000
1680,1538,2000
1680,1538,2000
1680,1538,2000
1680,1538,2000
1683,1537,2000
1683,1537,2000
1683,1537,2000
1683,1537,2000
1683,1537,2000
1683,1537,2000
1685,1536,2000
1688,1540,2000
1688,1540,2000
1688,1540,2000
1688,1540,2000
1688,1540,2000
1688,1540,2000
1691,1539,2000
1691,1539,2000
1691,1539,2000
1691,1539,2000
1691,1539,2000
1691,1539,2000
1696,1541,2000
1696,1541,2000
1696,1541,2000
1696,1541,2000
1696,1541,2000
1696,1541,2000
1698,1540,2000
1698,1540,2000
1698,1540,2000
1698,1540,2000
1698,1540,2000
1698,1540,2000
1701,1539,2000
1701,1539,2000
1701,1539,2000
1701,1539,2000
1701,1539,2000
1701,1539,2000
1701,1539,2000
1703,1538,2000
1703,1538,2000
1703,1538,2000
1703,1538,2000
1703,1538,2000
1703,1538,2000
1705,1537,2000
1705,1537,2000
1705,1537,2000
1705,1537,2000
1705,1537,2000
1705,1537,2000
1708,1537,2000
1708,1537,2000
1708,1537,2000
1708,1537,2000
1708,1537,2000
1708,1537,2000
1710,1536,2000
1710,1536,2000
1710,1536,2000
1710,1536,2000
1710,1536,2000
1710,1536,2000
1710,1536,2000
1712,1535,2000
1712,1535,2000
1712,1535,2000
1712,1535,2000
1712,1535,2000
1712,1535,2000
1715,1534,2000
1715,1534,2000
1715,1534,2000
1715,1534,2000
1715,1534,2000
1715,1534,2000
1717,1533,2000
1717,1533,2000
1717,1533,2000
1717,1533,2000
1717,1533,2000
1717,1533,2000
1716,1529,2000
1716,1529,2000
1716,1529,2000
1716,1529,2000
1716,1529,2000
1716,1529,2000
1716,1529,2000
1716,1529,2000
1718,1528,2000
1718,1528,2000
1718,1528,2000
1718,1528,2000
1718,1528,2000
1718,1528,2000
1718,1528,2000
1720,1527,2000
1720,1527,2000
1720,1527,2000
1720,1527,2000
1720,1527,2000
1720,1527,2000
1720,1527,2000
1723,1527,2000
1723,1527,2000
1723,1527,2000
1719,1523,2000
1719,1523,2000
1719,1523,2000
1719,1523,2000
1721,1522,2000
1721,1522,2000
1721,1522,2000
1721,1522,2000
1721,1522,2000
1721,1522,2000
1721,1522,2000
1724,1521,2000
1724,1521,2000
1724,1521,2000
1724,1521,2000
1724,1521,2000
1724,1521,2000
1724,1521,2000
1726,1521,2000
1726,1521,2000
1726,1521,2000
1726,1521,2000
1726,1521,2000
1726,1521,2000
1726,1521,2000
1725,1516,2000
1725,1516,2000
1725,1516,2000
1725,1516,2000
1725,1516,2000
1725,1516,2000
1727,1516,2000
1727,1516,2000
1727,1516,2000
1727,1516,2000
1723,1512,2000
1723,1512,2000
1725,1511,2000
1725,1511,2000
1725,1511,2000
1725,1511,2000
1725,1511,2000
1727,1511,2000
1727,1511,2000
1727,1511,2000
1724,1507,2000
1724,1507,2000
1724,1507,2000
1726,1506,2000
1726,1506,2000
1726,1506,2000
1726,1506,2000
1726,1506,2000
1728,1506,2000
1728,1506,2000
1724,1502,2000
